-79.0561,35.9131,Chapel Hill
-79.9961,40.4406,Pittsburgh
-83.7264,42.2708,Ann Arbor
-90.2000,38.6300,St. Louis
-105.2700,40.0150,Boulder
-107.7825,39.5347,Rifle
-113.0611,37.6775,Cedar City
-119.6553,37.5369,Yosemite
-122.1419,37.4419,Palo Alto
